QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
215	2	ctg107588_1_0_879_neg	100.00%	57.97%	350	8.43468e-109	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_190776579?report=genbank
215	3	ctg107588_1_0_879_neg	98.63%	58.02%	346	6.84273e-106	non-ribosomal peptide synthetase [Microcoleus sp.	https://www.ncbi.nlm.nih.gov/protein/WP_190667414?report=genbank
216	1	ctg86_40_35473_36361_pos	92.88%	78.47%	439	1.60322e-153	DUF692 domain-containing protein [Myxococcaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPH71482?report=genbank
216	2	ctg86_40_35473_36361_pos	93.90%	64.39%	372	9.76466e-127	DUF692 domain-containing protein [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3767237?report=genbank
216	3	ctg86_40_35473_36361_pos	92.54%	64.10%	364	1.52432e-123	DUF692 domain-containing protein [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBM4256010?report=genbank
217	1	ctg1594_29_20033_20915_pos	94.20%	67.03%	384	2.24065e-131	DUF692 domain-containing protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS0422029?report=genbank
217	2	ctg1594_29_20033_20915_pos	99.32%	63.82%	380	8.23388e-130	hypothetical protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/HCB15174?report=genbank
217	3	ctg1594_29_20033_20915_pos	99.32%	63.48%	379	1.42289e-129	DUF692 domain-containing protein [Candidatus Competibacteraceae	https://www.ncbi.nlm.nih.gov/protein/MCB1780748?report=genbank
218	1	ctg54483_1_0_879_neg	98.63%	69.31%	381	4.62579e-117	non-ribosomal peptide synthase/polyketide synthase [Actinomadura	https://www.ncbi.nlm.nih.gov/protein/WP_176402338?report=genbank
218	2	ctg54483_1_0_879_neg	97.95%	65.97%	363	6.98993e-117	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/WP_217241585?report=genbank
218	3	ctg54483_1_0_879_neg	98.98%	63.10%	342	1.2783e-113	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/WP_157876198?report=genbank
219	1	ctg68773_1_0_873_neg	95.88%	66.43%	374	9.77841e-115	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBL9171198?report=genbank
219	2	ctg68773_1_0_873_neg	95.88%	63.21%	352	7.55926e-107	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBK9992034?report=genbank
219	3	ctg68773_1_0_873_neg	95.88%	58.21%	328	4.74621e-105	type I polyketide synthase [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/MBI2929406?report=genbank
220	1	ctg203_43_40685_41570_pos	97.28%	75.96%	433	1.3371e-150	squalene synthase HpnC [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9234757?report=genbank
220	2	ctg203_43_40685_41570_pos	97.28%	75.61%	432	2.90981e-150	squalene synthase HpnC [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8510955?report=genbank
220	3	ctg203_43_40685_41570_pos	95.92%	68.79%	379	3.97447e-129	squalene synthase HpnC [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBO0716090?report=genbank
221	1	ctg373_72_75392_76265_pos	100.00%	89.40%	538	0.0	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ41309?report=genbank
221	2	ctg373_72_75392_76265_pos	100.00%	89.07%	536	0.0	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY94549?report=genbank
221	3	ctg373_72_75392_76265_pos	100.00%	89.40%	536	0.0	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ47996?report=genbank
222	1	ctg616_53_62644_63523_neg	100.00%	93.49%	562	0.0	squalene synthase HpnC [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMK51297?report=genbank
222	2	ctg616_53_62644_63523_neg	100.00%	93.49%	561	0.0	squalene synthase HpnC [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ51518?report=genbank
222	3	ctg616_53_62644_63523_neg	100.00%	86.64%	525	0.0	squalene synthase HpnC [Bradyrhizobium erythrophlei]	https://www.ncbi.nlm.nih.gov/protein/WP_079601524?report=genbank
223	1	ctg1118_19_18030_18906_pos	99.31%	85.47%	514	0.0	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/PWU03618?report=genbank
223	2	ctg1118_19_18030_18906_pos	94.85%	81.52%	479	7.53945e-169	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5619252?report=genbank
223	3	ctg1118_19_18030_18906_pos	95.19%	83.39%	478	8.24049e-169	presqualene diphosphate synthase HpnD [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5724133?report=genbank
224	1	ctg535_49_62320_63181_pos	99.65%	76.14%	461	9.00271e-162	hypothetical protein SAMN05443248_5082 [Bradyrhizobium erythrophlei]	https://www.ncbi.nlm.nih.gov/protein/SHH51936?report=genbank
224	2	ctg535_49_62320_63181_pos	100.00%	76.57%	457	3.50757e-160	DUF692 domain-containing protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_029585472?report=genbank
224	3	ctg535_49_62320_63181_pos	98.95%	75.62%	456	1.2385e-159	DUF692 domain-containing protein [Bradyrhizobium erythrophlei]	https://www.ncbi.nlm.nih.gov/protein/WP_079607460?report=genbank
225	1	ctg935_14_13002_13875_neg	92.07%	62.09%	337	5.27022e-113	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBP8274410?report=genbank
225	2	ctg935_14_13002_13875_neg	96.90%	62.77%	337	8.83755e-113	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYR94823?report=genbank
225	3	ctg935_14_13002_13875_neg	92.41%	65.06%	332	6.55953e-111	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC7007207?report=genbank
226	1	ctg41_91_90217_91090_pos	98.62%	72.38%	441	5.46181e-154	presqualene diphosphate synthase HpnD [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI3654179?report=genbank
226	2	ctg41_91_90217_91090_pos	98.62%	69.23%	423	9.77853e-147	squalene synthase HpnD [Blastocatellia bacterium	https://www.ncbi.nlm.nih.gov/protein/PYP82385?report=genbank
226	3	ctg41_91_90217_91090_pos	100.00%	68.62%	420	1.37295e-145	squalene synthase HpnD [Blastocatellia bacterium]	https://www.ncbi.nlm.nih.gov/protein/HEM12166?report=genbank
227	1	ctg356_72_69626_70496_neg	100.00%	93.43%	568	0.0	squalene synthase HpnD [Planctomycetaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPJ19502?report=genbank
227	2	ctg356_72_69626_70496_neg	96.19%	94.81%	563	0.0	squalene synthase HpnD [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMQ29893?report=genbank
227	3	ctg356_72_69626_70496_neg	100.00%	92.39%	560	0.0	presqualene diphosphate synthase HpnD [Nitrospirae	https://www.ncbi.nlm.nih.gov/protein/TLY22078?report=genbank
228	1	ctg1_733_852150_853002_pos	97.88%	87.73%	520	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
228	2	ctg1_733_852150_853002_pos	100.00%	83.75%	513	0.0	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
228	3	ctg1_733_852150_853002_pos	100.00%	83.39%	510	0.0	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
229	1	ctg1528_38_36997_37846_neg	100.00%	93.97%	562	0.0	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5490828?report=genbank
229	2	ctg1528_38_36997_37846_neg	100.00%	93.97%	561	0.0	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5504493?report=genbank
229	3	ctg1528_38_36997_37846_neg	100.00%	85.82%	522	0.0	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5531881?report=genbank
230	1	ctg470_89_87363_88215_pos	97.88%	90.25%	533	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
230	2	ctg470_89_87363_88215_pos	100.00%	83.39%	507	1.99148e-180	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
230	3	ctg470_89_87363_88215_pos	100.00%	83.04%	504	2.48001e-179	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
231	1	ctg414_91_85760_86612_pos	97.88%	90.61%	532	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
231	2	ctg414_91_85760_86612_pos	100.00%	85.16%	512	0.0	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
231	3	ctg414_91_85760_86612_pos	100.00%	84.81%	509	0.0	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
232	1	ctg2183_42_25558_26407_pos	100.00%	87.94%	532	0.0	DUF692 domain-containing protein [Acidobacteriaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9303591?report=genbank
232	2	ctg2183_42_25558_26407_pos	99.65%	86.12%	520	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1875725?report=genbank
232	3	ctg2183_42_25558_26407_pos	99.29%	86.43%	518	0.0	DUF692 domain-containing protein [Bryobacterales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9772210?report=genbank
233	1	ctg730_13_10935_11784_pos	100.00%	85.46%	520	0.0	DUF692 domain-containing protein [Acidobacteriaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9303591?report=genbank
233	2	ctg730_13_10935_11784_pos	98.23%	87.36%	519	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1875725?report=genbank
233	3	ctg730_13_10935_11784_pos	98.94%	84.59%	517	0.0	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5601514?report=genbank
234	1	ctg2059_14_6831_7683_neg	100.00%	90.81%	543	0.0	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
234	2	ctg2059_14_6831_7683_neg	100.00%	90.46%	541	0.0	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
234	3	ctg2059_14_6831_7683_neg	97.88%	87.36%	517	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
235	1	ctg2401_8_6616_7468_neg	97.88%	89.89%	530	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
235	2	ctg2401_8_6616_7468_neg	100.00%	86.22%	514	0.0	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
235	3	ctg2401_8_6616_7468_neg	100.00%	85.87%	512	0.0	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
236	1	ctg935_13_12148_13006_neg	96.84%	67.83%	379	1.41178e-129	squalene/phytoene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/NQW02593?report=genbank
236	2	ctg935_13_12148_13006_neg	96.14%	65.02%	369	8.05253e-126	squalene/phytoene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MCC7185361?report=genbank
236	3	ctg935_13_12148_13006_neg	96.84%	68.42%	368	2.072e-125	squalene/phytoene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBK9242629?report=genbank
237	1	ctg377_13_10387_11239_pos	97.88%	59.07%	288	1.01386e-93	squalene/phytoene synthase family protein [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV9237130?report=genbank
237	2	ctg377_13_10387_11239_pos	97.88%	59.43%	287	2.06009e-93	squalene/phytoene synthase family protein [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV8510330?report=genbank
237	3	ctg377_13_10387_11239_pos	96.11%	50.55%	241	1.71049e-75	squalene/phytoene synthase family protein [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV8755248?report=genbank
238	1	ctg616_52_61808_62648_neg	100.00%	92.47%	512	0.0	presqualene diphosphate synthase HpnD [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ51519?report=genbank
238	2	ctg616_52_61808_62648_neg	100.00%	92.11%	511	0.0	presqualene diphosphate synthase HpnD [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMK51296?report=genbank
238	3	ctg616_52_61808_62648_neg	100.00%	91.76%	508	0.0	presqualene diphosphate synthase HpnD [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ22987?report=genbank
239	1	ctg2821_6_10026_10854_pos	98.91%	88.97%	498	1.20226e-176	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9725180?report=genbank
239	2	ctg2821_6_10026_10854_pos	98.91%	88.24%	498	1.80539e-176	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8145913?report=genbank
239	3	ctg2821_6_10026_10854_pos	98.91%	88.24%	498	2.24793e-176	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8405691?report=genbank
240	1	ctg1578_15_11926_12763_neg	99.64%	62.09%	328	1.21293e-109	phytoene/squalene synthase family protein [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV1696777?report=genbank
240	2	ctg1578_15_11926_12763_neg	99.64%	56.74%	298	7.56816e-98	squalene/phytoene synthase family protein [Rhodoplanes	https://www.ncbi.nlm.nih.gov/protein/WP_068020652?report=genbank
240	3	ctg1578_15_11926_12763_neg	98.56%	56.89%	291	2.73966e-95	squalene/phytoene synthase family protein [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBX9774721?report=genbank
241	1	ctg56051_1_0_822_pos	93.77%	68.75%	360	1.22744e-110	amino acid adenylation enzyme/thioester reductase	https://www.ncbi.nlm.nih.gov/protein/MBP1774251?report=genbank
241	2	ctg56051_1_0_822_pos	96.34%	56.65%	323	3.17241e-101	condensation domain-containing protein, partial [Scytonema	https://www.ncbi.nlm.nih.gov/protein/WP_190909818?report=genbank
241	3	ctg56051_1_0_822_pos	96.34%	58.94%	321	2.58073e-100	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBV8219650?report=genbank
242	1	ctg665_39_47992_48829_neg	100.00%	88.49%	456	3.50123e-160	hypothetical protein E6K43_11100 [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY73328?report=genbank
242	2	ctg665_39_47992_48829_neg	100.00%	85.61%	399	6.47681e-138	hypothetical protein E6K47_02870 [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY70724?report=genbank
242	3	ctg665_39_47992_48829_neg	97.12%	60.07%	300	8.09936e-99	hypothetical protein E6K49_10335, partial [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY76473?report=genbank
243	1	ctg580_58_53871_54708_pos	99.64%	83.75%	488	9.17505e-173	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5619252?report=genbank
243	2	ctg580_58_53871_54708_pos	100.00%	82.01%	482	2.64106e-170	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/PWU03618?report=genbank
243	3	ctg580_58_53871_54708_pos	100.00%	83.45%	480	9.27648e-170	presqualene diphosphate synthase HpnD [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5724133?report=genbank
244	1	ctg621_63_69590_70415_neg	98.54%	71.48%	403	2.61272e-139	DUF692 domain-containing protein [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3569913?report=genbank
244	2	ctg621_63_69590_70415_neg	95.62%	74.43%	400	3.87282e-138	DUF692 domain-containing protein [Sulfurifustis variabilis]	https://www.ncbi.nlm.nih.gov/protein/WP_096461850?report=genbank
244	3	ctg621_63_69590_70415_neg	96.35%	72.35%	397	1.16322e-136	DUF692 domain-containing protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS0581361?report=genbank
245	1	ctg203_44_41566_42403_pos	99.28%	75.71%	422	8.88536e-147	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV9626942?report=genbank
245	2	ctg203_44_41566_42403_pos	99.28%	75.71%	422	1.34727e-146	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV8510956?report=genbank
245	3	ctg203_44_41566_42403_pos	99.28%	75.36%	419	1.54995e-145	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV9234756?report=genbank
246	1	ctg2132_24_22714_23545_pos	97.10%	91.79%	480	4.08443e-170	squalene synthase HpnC [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML77759?report=genbank
246	2	ctg2132_24_22714_23545_pos	93.12%	84.82%	396	7.88395e-137	squalene synthase HpnC [Thermoleophilia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX5474121?report=genbank
246	3	ctg2132_24_22714_23545_pos	79.35%	89.04%	391	8.70668e-135	hypothetical protein E6G16_07890, partial [Actinomycetia	https://www.ncbi.nlm.nih.gov/protein/TML51049?report=genbank
247	1	ctg11_159_176010_176838_pos	98.91%	75.46%	426	1.14976e-148	phytoene/squalene synthase family protein [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBI3473218?report=genbank
247	2	ctg11_159_176010_176838_pos	98.91%	75.46%	426	2.85451e-148	phytoene/squalene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI1785983?report=genbank
247	3	ctg11_159_176010_176838_pos	98.91%	71.01%	415	5.01884e-144	presqualene diphosphate synthase HpnD [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5582237?report=genbank
248	1	ctg747_42_50154_50973_pos	98.90%	84.39%	465	3.48695e-164	bacteriocin family protein [Bradyrhizobium canariense]	https://www.ncbi.nlm.nih.gov/protein/WP_146689584?report=genbank
248	2	ctg747_42_50154_50973_pos	98.16%	81.27%	451	1.38375e-158	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8797097?report=genbank
248	3	ctg747_42_50154_50973_pos	98.16%	80.90%	451	1.41442e-158	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9909889?report=genbank
249	1	ctg5394_7_5725_6544_neg	99.63%	82.66%	461	1.21623e-162	bacteriocin family protein [Bradyrhizobium canariense]	https://www.ncbi.nlm.nih.gov/protein/WP_146689584?report=genbank
249	2	ctg5394_7_5725_6544_neg	98.16%	80.90%	450	3.87214e-158	bacteriocin family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_024514217?report=genbank
249	3	ctg5394_7_5725_6544_neg	98.16%	80.15%	442	3.50342e-155	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8797097?report=genbank
250	1	ctg21_129_139963_140767_pos	100.00%	82.02%	451	1.50768e-158	bacteriocin family protein [Bradyrhizobium canariense]	https://www.ncbi.nlm.nih.gov/protein/WP_146689584?report=genbank
250	2	ctg21_129_139963_140767_pos	99.25%	81.51%	447	7.39379e-157	bacteriocin family protein [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBO0738904?report=genbank
250	3	ctg21_129_139963_140767_pos	100.00%	81.27%	445	3.25827e-156	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8444248?report=genbank
251	1	ctg2132_25_23557_24361_pos	100.00%	85.77%	447	6.30132e-157	squalene synthase HpnD [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML77758?report=genbank
251	2	ctg2132_25_23557_24361_pos	100.00%	70.33%	366	5.04942e-125	phytoene/squalene synthase family protein [Thermoleophilia	https://www.ncbi.nlm.nih.gov/protein/MBX5474120?report=genbank
251	3	ctg2132_25_23557_24361_pos	99.63%	71.05%	362	2.87419e-123	squalene/phytoene synthase family protein [Actinomycetia	https://www.ncbi.nlm.nih.gov/protein/MBV8480313?report=genbank
252	1	ctg545_17_18155_18935_pos	100.00%	98.84%	528	0.0	GNAT family N-acetyltransferase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMQ30304?report=genbank
252	2	ctg545_17_18155_18935_pos	100.00%	90.73%	487	2.99212e-173	GNAT family N-acetyltransferase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBU6432290?report=genbank
252	3	ctg545_17_18155_18935_pos	100.00%	85.71%	464	1.03837e-163	GNAT family N-acetyltransferase [Nitrospira sp.]	https://www.ncbi.nlm.nih.gov/protein/TKB64968?report=genbank
253	1	ctg65009_1_0_771_neg	98.44%	62.35%	327	7.54944e-99	putative Phenylalanine racemase (ATP-hydrolyzing) [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/SPE63311?report=genbank
253	2	ctg65009_1_0_771_neg	100.00%	59.92%	325	2.96575e-98	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/HHY86856?report=genbank
253	3	ctg65009_1_0_771_neg	99.61%	54.86%	301	3.23225e-90	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBI3875437?report=genbank
254	1	ctg3032_23_17012_17771_pos	100.00%	91.67%	491	8.38657e-175	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
254	2	ctg3032_23_17012_17771_pos	100.00%	82.94%	451	1.7463e-158	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
254	3	ctg3032_23_17012_17771_pos	100.00%	82.54%	448	1.96888e-157	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
255	1	ctg61296_1_0_753_pos	98.00%	66.40%	342	2.76266e-108	hypothetical protein DMD34_11700 [Gemmatimonadetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYP93634?report=genbank
255	2	ctg61296_1_0_753_pos	98.00%	66.80%	347	7.46082e-106	non-ribosomal peptide synthetase [Gemmatimonadetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYP36040?report=genbank
255	3	ctg61296_1_0_753_pos	99.20%	61.20%	315	1.08567e-94	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBL8331283?report=genbank
256	1	ctg27946_1_0_753_pos	100.00%	84.00%	429	1.55314e-149	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT11103?report=genbank
256	2	ctg27946_1_0_753_pos	99.60%	82.33%	421	1.76843e-146	squalene synthase HpnC [Bryobacterales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MSV35558?report=genbank
256	3	ctg27946_1_0_753_pos	100.00%	81.60%	415	2.85976e-144	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5675189?report=genbank
257	1	ctg783_47_46605_47340_neg	96.72%	89.41%	435	2.74371e-153	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU84857?report=genbank
257	2	ctg783_47_46605_47340_neg	97.54%	87.39%	433	2.57836e-152	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB87188?report=genbank
257	3	ctg783_47_46605_47340_neg	96.72%	86.86%	432	5.41771e-152	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU52862?report=genbank
258	1	ctg335_42_45438_46161_neg	96.25%	79.40%	389	3.70881e-135	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT74866?report=genbank
258	2	ctg335_42_45438_46161_neg	96.25%	80.26%	387	3.10971e-134	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT48620?report=genbank
258	3	ctg335_42_45438_46161_neg	96.25%	79.83%	385	1.26477e-133	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT88304?report=genbank
259	1	ctg607_41_41507_42209_pos	98.71%	83.48%	397	1.32121e-138	7-cyano-7-deazaguanine synthase QueC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5696747?report=genbank
259	2	ctg607_41_41507_42209_pos	98.28%	81.66%	384	2.49176e-133	7-cyano-7-deazaguanine synthase QueC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5500853?report=genbank
259	3	ctg607_41_41507_42209_pos	98.28%	79.65%	369	1.91158e-127	7-cyano-7-deazaguanine synthase QueC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3669133?report=genbank
260	1	ctg3171_26_19197_19839_neg	99.53%	86.79%	381	1.0673e-131	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMG81180?report=genbank
260	2	ctg3171_26_19197_19839_neg	100.00%	85.45%	370	1.23472e-127	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH15334?report=genbank
260	3	ctg3171_26_19197_19839_neg	100.00%	77.93%	346	4.20279e-118	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH22292?report=genbank
261	1	ctg57545_1_0_642_pos	100.00%	77.00%	347	3.43137e-118	phytoene/squalene synthase family protein [Bryobacterales	https://www.ncbi.nlm.nih.gov/protein/MSV35557?report=genbank
261	2	ctg57545_1_0_642_pos	99.06%	76.78%	327	3.48075e-110	phytoene/squalene synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT11102?report=genbank
